REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Asesores;Gerente;Gorra;Camisa;Corbata;Pantalón;Buso;Medias;Gafas;Cinturón;Blazer;Camiseta;Zapato;Total productos;Asesor 2;Asesor 1;Categoria;Rotación;Horario extendido;Año;Trimestre;Productividad
SURORIENTE;META, BOYACA Y NARIÑO;410;VILLAVICENCIO;1/10/2019;5,24;1;2;164;1;102;17;2;0;79;6;68;0;441;3;3;MUY GRANDE;0;0;2019;Trim.4;84,2
OCCIDENTE;VALLE Y EJE CAFETERO;460;ARMENIA;1/10/2019;7,24;1;4;56;0;113;15;1;0;78;20;61;1;349;5;3;MUY GRANDE;0;0;2019;Trim.4;48,2
OCCIDENTE;VALLE Y EJE CAFETERO;570;BUENAVENTURA;1/10/2019;4,68;1;3;67;0;41;9;2;0;23;17;28;0;190;3;2;GRANDE;1;0;2019;Trim.4;40,6
OCCIDENTE;VALLE Y EJE CAFETERO;580;BUGA;1/10/2019;3,68;1;14;43;2;67;19;0;0;41;14;38;0;238;2;2;GRANDE;0;0;2019;Trim.4;64,7
OCCIDENTE;VALLE Y EJE CAFETERO;285;CABLE PLAZA;1/10/2019;2,12;1;0;21;0;13;8;0;0;8;8;24;0;82;1;1;PEQUEÑA;0;0;2019;Trim.4;38,7
OCCIDENTE;VALLE Y EJE CAFETERO;660;CARTAGO;1/10/2019;3,68;1;0;42;0;78;5;3;0;43;25;31;0;227;2;2;GRANDE;0;0;2019;Trim.4;61,7
OCCIDENTE;VALLE Y EJE CAFETERO;474;DOS QUEBRADAS;1/10/2019;3,12;1;3;42;0;40;7;2;0;24;4;29;0;151;2;1;PEQUEÑA;0;1;2019;Trim.4;48,4
OCCIDENTE;VALLE Y EJE CAFETERO;280;MANIZALES;1/10/2019;6,8;1;1;67;1;102;11;4;0;38;31;23;0;278;4;4;MUY GRANDE;0;0;2019;Trim.4;40,9
OCCIDENTE;VALLE Y EJE CAFETERO;583;NUEVA OFICINA YUMBO;1/10/2019;3,12;1;1;15;0;43;9;0;0;33;12;64;1;178;2;1;PEQUEÑA;1;0;2019;Trim.4;57,1
OCCIDENTE;VALLE Y EJE CAFETERO;590;PALMIRA;1/10/2019;5,68;1;15;81;6;105;9;0;0;63;33;72;1;385;4;2;GRANDE;0;0;2019;Trim.4;67,8
OCCIDENTE;VALLE Y EJE CAFETERO;470;PEREIRA;1/10/2019;5,24;1;0;94;21;68;10;2;1;19;11;29;1;256;3;3;MUY GRANDE;0;0;2019;Trim.4;48,9
OCCIDENTE;VALLE Y EJE CAFETERO;290;POPAYAN;1/10/2019;5,24;1;11;126;3;62;13;0;0;30;31;42;0;318;3;3;MUY GRANDE;1;0;2019;Trim.4;60,7
OCCIDENTE;VALLE Y EJE CAFETERO;600;TULUA;1/10/2019;7,8;1;5;82;2;154;30;4;0;89;21;90;0;477;5;4;GRANDE;1;0;2019;Trim.4;61,2
OCCIDENTE;VALLE Y EJE CAFETERO;440;TUMACO;1/10/2019;3,68;1;6;107;3;88;5;1;2;45;23;70;0;350;2;2;MEDIANA;0;0;2019;Trim.4;95,1
OCCIDENTE;VALLE Y EJE CAFETERO;291;UNIVERSIDAD DEL CAUCA;1/10/2019;1;0;1;0;0;14;2;0;0;6;0;4;0;27;1;0;DEPENDIENTE ;0;0;2019;Trim.4;27
OCCIDENTE;VALLE Y EJE CAFETERO;606;VIVA BUENAVENTURA;1/10/2019;2,12;1;0;9;0;10;5;1;0;4;8;20;0;57;1;1;PEQUEÑA;1;1;2019;Trim.4;26,9
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;324;EL EDÉN;1/10/2019;2,12;1;3;3;1;9;6;1;0;6;0;9;0;38;1;1;PEQUEÑA;0;0;2019;Trim.4;17,9
BOGOTÁ Y PYME;BOGOTÁ CENTRO;141;AVENIDA SEXTA - BOGOTA;1/11/2019;2,12;1;8;14;0;23;7;0;3;10;6;9;1;81;1;1;PEQUEÑA;1;0;2019;Trim.4;38,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;130;BARRIO RESTREPO;1/11/2019;3,68;1;9;48;0;43;11;1;0;25;9;29;0;175;2;2;GRANDE;1;0;2019;Trim.4;47,6
BOGOTÁ Y PYME;BOGOTÁ CENTRO;19;BARRIO RICAURTE;1/11/2019;3,12;1;2;30;0;29;4;0;0;15;4;18;0;102;2;1;PEQUEÑA;1;0;2019;Trim.4;32,7
BOGOTÁ Y PYME;BOGOTÁ CENTRO;70;CALLE CATORCE;1/11/2019;8,24;1;3;78;0;72;7;2;2;50;13;46;4;277;6;3;MUY GRANDE;0;0;2019;Trim.4;33,6
BOGOTÁ Y PYME;BOGOTÁ CENTRO;26;LOS MINISTERIOS;1/11/2019;4,12;1;5;36;1;37;2;0;0;21;6;92;0;200;3;1;MEDIANA;1;0;2019;Trim.4;48,5
BOGOTÁ Y PYME;BOGOTÁ CENTRO;40;PRINCIPAL;1/11/2019;6,24;1;9;54;0;30;20;0;2;16;21;83;2;237;4;3;MUY GRANDE;1;0;2019;Trim.4;38
BOGOTÁ Y PYME;BOGOTÁ CENTRO;150;SAN DIEGO;1/11/2019;6,24;1;0;29;0;52;24;3;10;37;14;25;2;196;4;3;MUY GRANDE;1;0;2019;Trim.4;31,4
BOGOTÁ Y PYME;BOGOTÁ CENTRO;42;SANS FACON;1/11/2019;2,12;1;1;24;1;7;4;1;3;7;7;18;0;73;1;1;PEQUEÑA;1;0;2019;Trim.4;34,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;129;SOSIEGO;1/11/2019;2,12;1;0;24;0;20;7;0;0;11;4;22;1;89;1;1;PEQUEÑA;1;0;2019;Trim.4;42
BOGOTÁ Y PYME;BOGOTÁ NORTE;11;ANTIGUO COUNTRY;1/11/2019;2,12;1;0;15;2;11;12;1;1;0;1;31;2;76;1;1;PEQUEÑA;0;0;2019;Trim.4;35,8
BOGOTÁ Y PYME;BOGOTÁ CENTRO;66;AVENIDA CHILE;1/11/2019;3,12;1;9;25;1;36;11;0;12;22;10;27;0;153;2;1;GRANDE;0;0;2019;Trim.4;49
BOGOTÁ Y PYME;BOGOTÁ NORTE;98;CANTON NORTE;1/11/2019;3,24;1;0;36;0;29;18;5;0;13;1;54;0;156;1;3;MEDIANA;1;0;2019;Trim.4;48,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;88;CEDRITOS;1/11/2019;3,12;1;7;36;0;41;15;2;1;27;11;37;1;178;2;1;GRANDE;1;1;2019;Trim.4;57,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;63;CHICO - PARQUE 93;1/11/2019;2,12;1;0;32;0;6;2;1;40;3;6;14;0;104;1;1;PEQUEÑA;0;0;2019;Trim.4;49,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;29;LA CASTELLANA;1/11/2019;2,12;1;1;107;0;10;9;0;2;3;4;30;0;166;1;1;MEDIANA;1;0;2019;Trim.4;78,3
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;65;LA FLORESTA;1/11/2019;3,68;1;15;51;0;30;10;1;4;15;16;14;1;157;2;2;GRANDE;0;0;2019;Trim.4;42,7
BOGOTÁ Y PYME;BOGOTÁ NORTE;44;PLAZA IMPERIAL (SUBA);1/11/2019;3,68;1;7;67;2;51;7;1;1;23;23;25;0;207;2;2;MEDIANA;0;0;2019;Trim.4;56,3
BOGOTÁ Y PYME;BOGOTÁ NORTE;45;SANTA FE;1/11/2019;3,12;1;12;33;0;27;6;0;4;18;9;32;0;141;2;1;MEDIANA;1;0;2019;Trim.4;45,2
BOGOTÁ Y PYME;BOGOTÁ CENTRO;170;SIETE DE AGOSTO;1/11/2019;2,12;1;1;22;0;11;6;0;0;7;5;15;0;67;1;1;PEQUEÑA;1;0;2019;Trim.4;31,6
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;87;TITAN PLAZA;1/11/2019;3,12;1;6;91;1;40;5;2;1;17;16;23;1;203;2;1;MEDIANA;1;1;2019;Trim.4;65,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;41;TOBERIN;1/11/2019;2,12;1;2;27;0;25;8;0;2;16;4;23;0;107;1;1;PEQUEÑA;0;0;2019;Trim.4;50,5
BOGOTÁ Y PYME;BOGOTÁ NORTE;39;UNICENTRO;1/11/2019;3,68;1;1;25;2;24;9;1;0;14;4;9;4;93;2;2;GRANDE;1;0;2019;Trim.4;25,3
BOGOTÁ Y PYME;BOGOTÁ NORTE;22;USAQUEN;1/11/2019;3,12;1;2;28;0;31;17;2;2;26;5;5;2;120;2;1;MEDIANA;0;0;2019;Trim.4;38,5
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;49;ARRECIFES ;1/11/2019;3,12;1;9;37;0;16;3;0;2;8;12;34;1;122;2;1;MEDIANA;1;0;2019;Trim.4;39,1
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;80;CAN;1/11/2019;7,24;1;10;56;0;40;20;5;0;13;6;42;0;192;5;3;MUY GRANDE;1;0;2019;Trim.4;26,5
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;12;CIUDAD UNIVERSITARIA;1/11/2019;2,12;1;0;24;1;30;8;0;0;17;4;20;2;106;1;1;MEDIANA;1;0;2019;Trim.4;50
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;14;EL DORADO;1/11/2019;3,12;1;0;32;0;18;5;0;1;8;7;30;1;102;2;1;PEQUEÑA;0;0;2019;Trim.4;32,7
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;25;FERIA EXPOSICION;1/11/2019;3,68;1;4;25;0;23;5;0;0;16;4;25;0;102;2;2;MEDIANA;1;0;2019;Trim.4;27,7
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;38;FONTIBON;1/11/2019;3,68;1;2;32;1;40;8;0;3;16;17;9;0;128;2;2;MEDIANA;0;0;2019;Trim.4;34,8
BOGOTÁ Y PYME;BOGOTÁ CENTRO;160;GALERIAS;1/11/2019;3,68;1;10;41;0;32;10;1;1;16;18;25;1;155;2;2;GRANDE;1;0;2019;Trim.4;42,1
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;53;HAYUELOS;1/11/2019;2,12;1;3;27;0;42;9;0;0;29;18;26;1;155;1;1;PEQUEÑA;0;1;2019;Trim.4;73,1
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;1/11/2019;3,12;1;5;31;0;21;6;0;46;10;4;33;1;157;2;1;PEQUEÑA;1;0;2019;Trim.4;50,3
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;1/11/2019;4,24;1;9;37;0;25;6;1;0;18;12;32;0;140;2;3;PEQUEÑA;1;0;2019;Trim.4;33
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;1/11/2019;2,12;1;4;47;1;12;12;2;2;4;1;34;0;119;1;1;PEQUEÑA;1;0;2019;Trim.4;56,1
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;730;ZONA INDUSTRIAL;1/11/2019;2,12;1;1;17;0;9;6;0;0;8;3;17;2;63;1;1;PEQUEÑA;1;0;2019;Trim.4;29,7
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;1/11/2019;2,12;1;0;47;0;31;3;1;0;19;18;14;0;133;1;1;PEQUEÑA;0;1;2019;Trim.4;62,7
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;1/11/2019;2,12;1;0;28;0;27;9;1;0;8;0;9;1;83;1;1;PEQUEÑA;1;0;2019;Trim.4;39,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;1/11/2019;2,12;1;0;26;0;26;2;0;0;14;6;20;0;94;1;1;PEQUEÑA;1;0;2019;Trim.4;44,3
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;1/11/2019;3,68;1;0;81;0;41;18;0;2;31;21;77;1;272;2;2;MEDIANA;1;1;2019;Trim.4;73,9
BOGOTÁ Y PYME;BOGOTÁ SUR ;670;CORABASTOS;1/11/2019;2,12;1;3;17;0;14;4;0;16;11;3;24;1;93;1;1;PEQUEÑA;0;0;2019;Trim.4;43,9
BOGOTÁ Y PYME;BOGOTÁ SUR ;13;DEL SUR;1/11/2019;2,12;1;10;69;0;19;5;0;0;15;6;27;0;151;1;1;PEQUEÑA;0;0;2019;Trim.4;71,2
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;1/11/2019;1;0;3;4;0;4;0;1;0;0;0;0;0;12;1;0;DEPENDIENTE ;0;0;2019;Trim.4;12
BOGOTÁ Y PYME;BOGOTÁ SUR ;15;KENNEDY;1/11/2019;7,24;1;2;112;0;120;21;4;0;63;13;74;1;410;5;3;MUY GRANDE;1;1;2019;Trim.4;56,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;18;MUZU;1/11/2019;3,68;1;0;74;0;39;7;1;0;18;15;13;0;167;2;2;GRANDE;1;0;2019;Trim.4;45,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;86;PLAZA DE LAS AMERICAS;1/11/2019;2,12;1;2;32;0;17;9;0;0;11;9;28;0;108;1;1;PEQUEÑA;1;1;2019;Trim.4;50,9
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;1/11/2019;2,12;1;0;19;0;16;5;1;1;16;3;24;0;85;1;1;PEQUEÑA;0;0;2019;Trim.4;40,1
BOGOTÁ Y PYME;BOGOTÁ SUR ;58;SOACHA;1/11/2019;2,12;1;1;36;0;40;5;0;0;33;5;10;0;130;1;1;PEQUEÑA;0;0;2019;Trim.4;61,3
BOGOTÁ Y PYME;BOGOTÁ SUR ;35;VEINTE DE JULIO;1/11/2019;2,12;1;1;53;0;24;1;1;0;12;8;11;1;112;1;1;PEQUEÑA;0;0;2019;Trim.4;52,8
NOROCCIDENTE;ANTIOQUIA Y CHOCO;196;BELLO;1/11/2019;5,68;1;2;67;0;82;4;1;0;33;10;10;1;210;4;2;GRANDE;1;0;2019;Trim.4;37
NOROCCIDENTE;ANTIOQUIA Y CHOCO;277;CALDAS;1/11/2019;2,68;1;2;27;0;42;1;1;0;28;9;10;0;120;1;2;PEQUEÑA;0;1;2019;Trim.4;44,8
NOROCCIDENTE;ANTIOQUIA Y CHOCO;215;CAREPA;1/11/2019;3,12;1;0;16;0;12;3;0;0;12;1;16;0;60;2;1;PEQUEÑA;0;0;2019;Trim.4;19,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;205;CHIGORODO;1/11/2019;3,12;1;2;17;0;28;2;0;1;13;4;3;0;70;2;1;PEQUEÑA;0;0;2019;Trim.4;22,4
NOROCCIDENTE;ANTIOQUIA Y CHOCO;193;ENVIGADO;1/11/2019;3,12;1;2;53;0;47;7;0;0;27;7;8;0;151;2;1;MEDIANA;0;0;2019;Trim.4;48,4
NOROCCIDENTE;ANTIOQUIA Y CHOCO;192;ITAGUI;1/11/2019;3,68;1;1;33;0;68;4;0;0;38;8;29;0;181;2;2;GRANDE;0;0;2019;Trim.4;49,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;279;PLATINO;1/11/2019;2,12;1;0;6;0;17;9;0;0;7;4;2;0;45;1;1;PEQUEÑA;0;0;2019;Trim.4;21,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;380;QUIBDO;1/11/2019;7,24;1;1;23;0;82;7;1;0;43;12;38;0;207;5;3;GRANDE;0;0;2019;Trim.4;28,6
NOROCCIDENTE;ANTIOQUIA Y CHOCO;185;RIONEGRO;1/11/2019;3,12;1;1;10;0;34;7;0;0;20;7;9;0;88;2;1;MEDIANA;1;0;2019;Trim.4;28,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;213;RIONEGRO SAN NICOLAS - EXT;1/11/2019;2,12;1;1;15;1;12;1;0;0;6;2;8;1;47;1;1;PEQUEÑA;0;0;2019;Trim.4;22,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;211;SABANETA AVES MARIA;1/11/2019;2,12;1;0;25;0;26;6;1;0;22;3;7;1;91;1;1;PEQUEÑA;0;0;2019;Trim.4;42,9
NOROCCIDENTE;ANTIOQUIA Y CHOCO;210;YOLOMBO;1/11/2019;2,12;1;3;19;0;13;6;0;1;9;6;7;0;64;1;1;PEQUEÑA;0;1;2019;Trim.4;30,2
NOROCCIDENTE;CARIBE NORTE;308;AMERICANO;1/11/2019;3,12;1;9;35;0;50;7;0;0;34;12;42;1;190;2;1;PEQUEÑA;0;1;2019;Trim.4;60,9
NOROCCIDENTE;CARIBE NORTE;681;AVENIDA BOYACA;1/11/2019;2,12;1;0;12;0;19;3;1;1;9;4;2;0;51;1;1;PEQUEÑA;0;1;2019;Trim.4;24,1
NOROCCIDENTE;CARIBE NORTE;220;BARRANQUILLA;1/11/2019;7,8;1;3;93;0;72;4;1;2;40;19;71;1;306;5;4;MUY GRANDE;1;0;2019;Trim.4;39,2
NOROCCIDENTE;CARIBE NORTE;221;CALLE 72;1/11/2019;5,24;1;1;93;1;45;9;0;7;32;7;71;0;266;3;3;GRANDE;1;0;2019;Trim.4;50,8
NOROCCIDENTE;CARIBE NORTE;229;CALLE MURILLO;1/11/2019;2,12;1;0;23;0;21;4;0;0;19;2;6;0;75;1;1;PEQUEÑA;1;0;2019;Trim.4;35,4
NOROCCIDENTE;CARIBE NORTE;682;DEL COUNTRY;1/11/2019;4,68;1;9;58;1;44;6;5;5;26;5;30;0;189;3;2;GRANDE;1;0;2019;Trim.4;40,4
NOROCCIDENTE;CARIBE NORTE;304;MAICAO;1/11/2019;2,12;1;2;46;1;25;0;0;0;18;4;16;0;112;1;1;PEQUEÑA;0;0;2019;Trim.4;52,8
NOROCCIDENTE;CARIBE NORTE;408;MARINELO;1/11/2019;2,12;1;8;57;0;49;0;1;0;36;4;12;1;168;1;1;MEDIANA;1;1;2019;Trim.4;79,2
NOROCCIDENTE;CARIBE NORTE;301;MERCADO NUEVO - VALLEDUPAR;1/11/2019;2,12;1;1;17;0;31;4;1;0;21;1;21;0;97;1;1;PEQUEÑA;0;0;2019;Trim.4;45,8
NOROCCIDENTE;CARIBE NORTE;405;RIOHACHA;1/11/2019;4,24;1;1;119;0;40;2;0;0;9;5;15;0;191;2;3;GRANDE;0;1;2019;Trim.4;45
NOROCCIDENTE;CARIBE NORTE;400;SANTA MARTA;1/11/2019;7,24;1;0;103;1;97;3;0;0;47;17;42;0;310;5;3;MUY GRANDE;1;0;2019;Trim.4;42,8
NOROCCIDENTE;CARIBE NORTE;687;SOLEDAD;1/11/2019;3,12;1;0;28;0;32;9;0;0;23;10;31;0;133;2;1;MEDIANA;1;0;2019;Trim.4;42,6
NOROCCIDENTE;CARIBE NORTE;300;VALLEDUPAR;1/11/2019;6,24;1;0;52;0;64;9;0;0;48;4;80;0;257;4;3;MUY GRANDE;0;0;2019;Trim.4;41,2
NOROCCIDENTE;CARIBE NORTE;227;VIA 40;1/11/2019;2,12;1;5;17;1;13;6;2;4;13;2;21;0;84;1;1;PEQUEÑA;0;0;2019;Trim.4;39,6
NOROCCIDENTE;CARIBE SUR;234;BASE NAVAL BOLIVAR;1/11/2019;1;0;0;17;0;13;3;3;0;0;0;0;0;36;1;0;PEQUEÑA;0;0;2019;Trim.4;36
NOROCCIDENTE;CARIBE SUR;230;CARTAGENA;1/11/2019;7,8;1;6;154;0;106;10;4;5;55;6;64;1;411;5;4;MUY GRANDE;0;0;2019;Trim.4;52,7
NOROCCIDENTE;CARIBE SUR;240;MOMPOX;1/11/2019;2,12;1;10;16;0;18;1;0;2;13;2;22;0;84;1;1;MEDIANA;0;0;2019;Trim.4;39,6
NOROCCIDENTE;CARIBE SUR;310;MONTERIA;1/11/2019;8,24;1;1;68;0;95;6;1;2;55;12;34;0;274;6;3;MUY GRANDE;1;0;2019;Trim.4;33,3
NOROCCIDENTE;CARIBE SUR;309;PLAZA BOCAGRANDE;1/11/2019;2,12;1;3;20;0;16;4;0;0;15;2;12;0;72;1;1;PEQUEÑA;0;1;2019;Trim.4;34
NOROCCIDENTE;CARIBE SUR;311;PLAZA DE MERCADO MONTERIA;1/11/2019;4,68;1;3;20;8;38;0;0;0;23;1;47;0;140;3;2;GRANDE;0;0;2019;Trim.4;29,9
NOROCCIDENTE;CARIBE SUR;305;PLAZUELA;1/11/2019;4,12;1;4;46;0;33;4;0;0;14;8;7;0;116;3;1;MEDIANA;1;0;2019;Trim.4;28,2
NOROCCIDENTE;CARIBE SUR;640;SAN ANDRES;1/11/2019;3,68;1;15;27;1;26;3;0;2;9;7;0;0;90;2;2;GRANDE;0;0;2019;Trim.4;24,5
NOROCCIDENTE;CARIBE SUR;306;SAN FELIPE;1/11/2019;2,12;1;1;29;1;20;6;0;0;14;2;17;1;91;1;1;PEQUEÑA;0;1;2019;Trim.4;42,9
NOROCCIDENTE;CARIBE SUR;650;SINCELEJO;1/11/2019;6,24;1;22;56;0;54;7;2;0;11;14;119;0;285;4;3;MUY GRANDE;0;0;2019;Trim.4;45,7
NOROCCIDENTE;CARIBE SUR;231;TERMINAL MARITIMO;1/11/2019;4,68;1;2;19;0;35;4;0;0;17;4;9;1;91;3;2;GRANDE;1;0;2019;Trim.4;19,4
NOROCCIDENTE;CARIBE SUR;315;TIERRA ALTA;1/11/2019;0,56;0;0;17;0;7;1;0;0;0;3;0;0;28;0;1;DEPENDIENTE ;1;0;2019;Trim.4;50
NOROCCIDENTE;MEDELLIN;278;BELEN;1/11/2019;3,12;1;0;38;0;45;4;0;0;14;7;1;0;109;2;1;PEQUEÑA;1;0;2019;Trim.4;34,9
NOROCCIDENTE;MEDELLIN;191;CENTRO ADMINIS. LA ALPUJARRA;1/11/2019;3,68;1;0;18;0;29;3;0;0;15;4;12;0;81;2;2;MEDIANA;1;0;2019;Trim.4;22
NOROCCIDENTE;MEDELLIN;208;EL POBLADO;1/11/2019;2,12;1;4;16;0;10;11;0;0;6;8;2;1;58;1;1;MEDIANA;1;0;2019;Trim.4;27,4
NOROCCIDENTE;MEDELLIN;187;GUAYABAL;1/11/2019;2,12;1;0;17;0;21;12;0;0;19;3;7;2;81;1;1;PEQUEÑA;0;0;2019;Trim.4;38,2
NOROCCIDENTE;MEDELLIN;190;GUAYAQUIL;1/11/2019;2,68;1;0;27;0;32;9;0;1;12;6;14;0;101;1;2;MEDIANA;0;0;2019;Trim.4;37,7
NOROCCIDENTE;MEDELLIN;182;LA PLAYA;1/11/2019;3,68;1;5;19;1;43;4;1;0;31;3;56;0;163;2;2;GRANDE;0;0;2019;Trim.4;44,3
NOROCCIDENTE;MEDELLIN;186;LAURELES;1/11/2019;3,12;1;5;24;0;34;10;1;0;23;8;19;0;124;2;1;MEDIANA;0;0;2019;Trim.4;39,7
NOROCCIDENTE;MEDELLIN;180;MEDELLIN;1/11/2019;7,68;1;7;105;0;112;11;2;10;76;31;106;0;460;6;2;MUY GRANDE;1;0;2019;Trim.4;59,9
NOROCCIDENTE;MEDELLIN;264;ONE PLAZA;1/11/2019;1,56;0;0;4;0;6;0;0;0;0;0;0;0;10;1;1;DEPENDIENTE ;0;0;2019;Trim.4;6,4
NOROCCIDENTE;MEDELLIN;183;PALACE;1/11/2019;3,12;1;0;34;0;38;7;1;0;16;3;7;2;108;2;1;MEDIANA;1;0;2019;Trim.4;34,6
NOROCCIDENTE;MEDELLIN;181;SAN FERNANDO PLAZA;1/11/2019;3,12;1;0;22;2;13;6;1;53;8;1;1;0;107;2;1;PEQUEÑA;1;0;2019;Trim.4;34,3
NOROCCIDENTE;MEDELLIN;212;SANTA TERESITA;1/11/2019;2,12;1;0;14;0;22;8;1;0;12;3;16;0;76;1;1;MEDIANA;0;0;2019;Trim.4;35,8
SURORIENTE;ORIENTAL;610;ARAUCA;1/11/2019;4,68;1;3;36;0;38;9;1;0;30;2;51;0;170;3;2;GRANDE;0;0;2019;Trim.4;36,3
SURORIENTE;ORIENTAL;490;BARBOSA;1/11/2019;2,68;1;6;52;0;22;5;0;2;13;7;23;0;130;1;2;MEDIANA;0;0;2019;Trim.4;48,5
SURORIENTE;ORIENTAL;500;BARRANCABERMEJA;1/11/2019;4,68;1;4;68;0;87;5;3;1;49;6;49;1;273;3;2;GRANDE;0;0;2019;Trim.4;58,3
SURORIENTE;ORIENTAL;480;BUCARAMANGA;1/11/2019;9,8;1;29;125;0;136;20;2;1;95;41;141;0;590;7;4;MUY GRANDE;1;0;2019;Trim.4;60,2
SURORIENTE;ORIENTAL;484;CABECERA DEL LLANO;1/11/2019;4,68;1;20;118;1;70;12;2;1;43;11;62;0;340;3;2;GRANDE;1;0;2019;Trim.4;72,6
SURORIENTE;ORIENTAL;450;CUCUTA;1/11/2019;7,24;1;4;66;0;98;4;0;0;53;19;81;0;325;5;3;MUY GRANDE;1;0;2019;Trim.4;44,9
SURORIENTE;ORIENTAL;494;FLORIDA BLANCA;1/11/2019;3,12;1;9;37;1;64;4;0;0;26;17;24;1;183;2;1;MEDIANA;1;0;2019;Trim.4;58,7
SURORIENTE;ORIENTAL;481;GIRON;1/11/2019;2,68;1;7;52;1;61;2;1;5;33;2;24;0;188;1;2;GRANDE;1;0;2019;Trim.4;70,1
SURORIENTE;ORIENTAL;700;MALAGA;1/11/2019;3,12;1;17;24;0;52;7;1;3;33;28;33;1;199;2;1;PEQUEÑA;0;1;2019;Trim.4;63,8
SURORIENTE;ORIENTAL;720;PAMPLONA;1/11/2019;3,68;1;5;77;0;48;6;3;0;26;14;44;0;223;2;2;GRANDE;1;0;2019;Trim.4;60,6
SURORIENTE;ORIENTAL;491;PUENTE NACIONAL;1/11/2019;2,12;1;1;5;0;10;1;0;0;13;8;19;0;57;1;1;PEQUEÑA;1;0;2019;Trim.4;26,9
SURORIENTE;ORIENTAL;488;SAN FRANCISCO - ZN ORIENTAL;1/11/2019;2,12;1;0;26;0;24;4;1;1;16;5;16;0;93;1;1;PEQUEÑA;1;0;2019;Trim.4;43,9
SURORIENTE;ORIENTAL;520;SAN GIL;1/11/2019;4,68;1;3;38;0;53;8;0;1;29;10;25;0;167;3;2;GRANDE;1;0;2019;Trim.4;35,7
SURORIENTE;ORIENTAL;492;SANTANA;1/11/2019;1,56;0;5;18;0;12;3;0;2;0;10;0;0;50;1;1;PEQUEÑA;0;1;2019;Trim.4;32,1
SURORIENTE;ORIENTAL;530;SOCORRO;1/11/2019;3,68;1;1;19;0;28;1;0;2;13;3;16;0;83;2;2;MEDIANA;1;0;2019;Trim.4;22,6
SURORIENTE;ORIENTAL;451;TONCHALA;1/11/2019;3,68;1;1;59;0;39;0;0;0;14;7;49;0;169;2;2;GRANDE;0;0;2019;Trim.4;45,9
SURORIENTE;ORIENTAL;540;VELEZ;1/11/2019;3,12;1;13;74;0;16;9;1;2;12;3;34;0;164;2;1;MEDIANA;1;1;2019;Trim.4;52,6
OCCIDENTE;CALI;605;ALAMEDA;1/11/2019;2,12;1;0;17;0;19;2;1;0;5;6;38;0;88;1;1;PEQUEÑA;0;0;2019;Trim.4;41,5
OCCIDENTE;CALI;560;CALI;1/11/2019;8,8;1;14;140;2;99;2;2;38;65;22;128;0;512;6;4;MUY GRANDE;1;0;2019;Trim.4;58,2
OCCIDENTE;CALI;574;CHIPICHAPE;1/11/2019;4,68;1;4;61;0;60;8;0;0;40;12;97;1;283;3;2;GRANDE;1;0;2019;Trim.4;60,5
OCCIDENTE;CALI;577;CIUDAD JARDIN;1/11/2019;2,12;1;16;23;0;21;10;0;0;15;4;18;0;107;1;1;PEQUEÑA;0;0;2019;Trim.4;50,5
OCCIDENTE;CALI;582;COSMOCENTRO;1/11/2019;4,68;1;1;34;0;52;8;2;0;34;16;44;1;192;3;2;GRANDE;1;0;2019;Trim.4;41
