REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Asesores;Gerente;Gorra;Camisa;Corbata;Pantalón;Buso;Medias;Gafas;Cinturón;Blazer;Camiseta;Zapato;Total productos;Asesor 2;Asesor 1;Categoria;Rotación;Horario extendido;Año;Trimestre;Productividad
SURORIENTE;META, BOYACA Y NARIÑO;260;DUITAMA;jun-19;3,68;1;5;65;0;63;13;3;0;42;13;44;1;249;2;2;GRANDE;0;0;2019;Trim.2;67,7
SURORIENTE;META, BOYACA Y NARIÑO;413;GRANADA;jun-19;2,12;1;2;11;0;14;7;0;1;9;4;14;0;62;1;1;MEDIANA;0;0;2019;Trim.2;29,2
SURORIENTE;META, BOYACA Y NARIÑO;430;IPIALES;jun-19;3,68;1;5;68;3;32;2;1;11;18;30;92;0;262;2;2;MEDIANA;0;1;2019;Trim.2;71,2
SURORIENTE;META, BOYACA Y NARIÑO;417;LLANOCENTRO;jun-19;2,12;1;1;34;0;19;3;1;0;1;1;5;2;67;1;1;PEQUEÑA;0;0;2019;Trim.2;31,6
SURORIENTE;META, BOYACA Y NARIÑO;690;MOCOA;jun-19;4,68;1;1;11;1;29;3;0;1;21;5;10;0;82;3;2;MEDIANA;0;1;2019;Trim.2;17,5
SURORIENTE;META, BOYACA Y NARIÑO;261;PAIPA;jun-19;2,12;1;0;16;0;21;1;0;1;8;11;8;0;66;1;1;PEQUEÑA;0;0;2019;Trim.2;31,1
SURORIENTE;META, BOYACA Y NARIÑO;420;PASTO;jun-19;6,24;1;7;155;0;70;6;1;2;25;25;50;0;341;4;3;MUY GRANDE;0;0;2019;Trim.2;54,6
SURORIENTE;CUNDINAMARCA Y SUR;54;SAN JOSE DEL GUAVIARE;jun-19;4,68;1;7;65;0;17;10;0;4;11;3;52;2;171;3;2;GRANDE;0;0;2019;Trim.2;36,5
SURORIENTE;META, BOYACA Y NARIÑO;445;SIBUNDOY;jun-19;2,12;1;8;42;0;15;10;0;0;14;8;35;0;132;1;1;PEQUEÑA;0;0;2019;Trim.2;62,3
SURORIENTE;META, BOYACA Y NARIÑO;270;SOGAMOSO;jun-19;3,68;1;5;39;0;45;5;1;1;25;30;27;2;180;2;2;GRANDE;1;0;2019;Trim.2;48,9
SURORIENTE;META, BOYACA Y NARIÑO;250;TUNJA;jun-19;6,24;1;18;115;0;67;13;2;0;37;30;54;0;336;4;3;MUY GRANDE;1;0;2019;Trim.2;53,8
SURORIENTE;META, BOYACA Y NARIÑO;435;TUQUERRES;jun-19;2,12;1;3;11;0;13;5;0;0;9;20;38;0;99;1;1;PEQUEÑA;0;0;2019;Trim.2;46,7
SURORIENTE;META, BOYACA Y NARIÑO;423;UNICENTRO - PASTO;jun-19;2,12;1;3;29;0;17;6;0;0;12;21;16;0;104;1;1;PEQUEÑA;0;0;2019;Trim.2;49,1
SURORIENTE;META, BOYACA Y NARIÑO;251;VILLA DE LEYVA;jun-19;2,12;1;5;13;0;15;3;0;1;10;25;8;0;80;1;1;PEQUEÑA;0;1;2019;Trim.2;37,7
SURORIENTE;META, BOYACA Y NARIÑO;410;VILLAVICENCIO;jun-19;5,24;1;4;44;0;56;19;0;1;35;8;45;1;213;3;3;MUY GRANDE;0;0;2019;Trim.2;40,6
OCCIDENTE;VALLE Y EJE CAFETERO;460;ARMENIA;jun-19;6,24;1;0;145;0;48;12;0;0;31;18;48;0;302;4;3;MUY GRANDE;0;0;2019;Trim.2;48,4
OCCIDENTE;VALLE Y EJE CAFETERO;570;BUENAVENTURA;jun-19;4,68;1;7;61;0;14;1;0;0;13;7;31;0;134;3;2;GRANDE;0;0;2019;Trim.2;28,6
OCCIDENTE;VALLE Y EJE CAFETERO;580;BUGA;jun-19;3,68;1;7;49;0;29;9;0;2;20;15;47;0;178;2;2;GRANDE;0;0;2019;Trim.2;48,4
OCCIDENTE;VALLE Y EJE CAFETERO;285;CABLE PLAZA;jun-19;2,12;1;0;26;0;5;4;0;0;2;6;15;0;58;1;1;PEQUEÑA;0;0;2019;Trim.2;27,4
OCCIDENTE;VALLE Y EJE CAFETERO;660;CARTAGO;jun-19;3,68;1;0;41;0;56;16;4;0;33;10;17;1;178;2;2;GRANDE;0;0;2019;Trim.2;48,4
OCCIDENTE;VALLE Y EJE CAFETERO;474;DOS QUEBRADAS;jun-19;3,12;1;3;32;0;38;5;0;0;24;2;12;0;116;2;1;PEQUEÑA;0;1;2019;Trim.2;37,2
OCCIDENTE;VALLE Y EJE CAFETERO;280;MANIZALES;jun-19;6,8;1;0;53;0;63;11;2;0;29;19;14;0;191;4;4;MUY GRANDE;0;0;2019;Trim.2;28,1
OCCIDENTE;VALLE Y EJE CAFETERO;583;NUEVA OFICINA YUMBO;jun-19;3,12;1;1;28;0;25;8;2;0;18;8;17;0;107;2;1;PEQUEÑA;0;0;2019;Trim.2;34,3
OCCIDENTE;VALLE Y EJE CAFETERO;590;PALMIRA;jun-19;5,68;1;16;234;0;61;13;0;0;37;20;86;1;468;4;2;GRANDE;0;0;2019;Trim.2;82,4
OCCIDENTE;VALLE Y EJE CAFETERO;470;PEREIRA;jun-19;5,24;1;4;113;1;39;7;0;4;16;9;43;1;237;3;3;MUY GRANDE;0;0;2019;Trim.2;45,2
OCCIDENTE;VALLE Y EJE CAFETERO;290;POPAYAN;jun-19;5,24;1;2;164;0;42;5;1;1;27;12;30;0;284;3;3;MUY GRANDE;1;0;2019;Trim.2;54,2
OCCIDENTE;VALLE Y EJE CAFETERO;600;TULUA;jun-19;7,8;1;2;83;0;126;15;0;1;57;29;53;0;366;5;4;GRANDE;0;0;2019;Trim.2;46,9
OCCIDENTE;VALLE Y EJE CAFETERO;440;TUMACO;jun-19;3,68;1;7;78;0;57;15;0;0;23;13;34;0;227;2;2;MEDIANA;0;0;2019;Trim.2;61,7
OCCIDENTE;VALLE Y EJE CAFETERO;291;UNIVERSIDAD DEL CAUCA;jun-19;1;0;0;14;0;6;2;0;0;0;2;0;0;24;1;0;DEPENDIENTE ;1;0;2019;Trim.2;24
OCCIDENTE;VALLE Y EJE CAFETERO;606;VIVA BUENAVENTURA;jun-19;2,12;1;1;16;0;4;5;0;0;0;9;0;0;35;1;1;PEQUEÑA;0;1;2019;Trim.2;16,5
BOGOTÁ Y PYME;BOGOTÁ CENTRO;141;AVENIDA SEXTA - BOGOTA;jul-19;2,12;1;1;32;0;21;9;2;2;10;8;13;0;98;1;1;PEQUEÑA;1;0;2019;Trim.3;46,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;130;BARRIO RESTREPO;jul-19;3,68;1;5;61;0;36;12;1;0;28;11;31;0;185;2;2;GRANDE;0;0;2019;Trim.3;50,3
BOGOTÁ Y PYME;BOGOTÁ CENTRO;19;BARRIO RICAURTE;jul-19;2,12;1;0;66;0;20;6;1;1;16;5;28;0;143;1;1;PEQUEÑA;0;0;2019;Trim.3;67,5
BOGOTÁ Y PYME;BOGOTÁ CENTRO;70;CALLE CATORCE;jul-19;8,24;1;11;193;0;56;20;10;2;35;20;70;0;417;6;3;MUY GRANDE;1;0;2019;Trim.3;50,6
BOGOTÁ Y PYME;BOGOTÁ CENTRO;26;LOS MINISTERIOS;jul-19;4,12;1;7;46;1;30;21;6;0;12;14;86;0;223;3;1;MEDIANA;1;0;2019;Trim.3;54,1
BOGOTÁ Y PYME;BOGOTÁ CENTRO;40;PRINCIPAL;jul-19;6,24;1;20;156;1;48;35;4;4;31;25;60;0;384;4;3;MUY GRANDE;1;0;2019;Trim.3;61,5
BOGOTÁ Y PYME;BOGOTÁ CENTRO;150;SAN DIEGO;jul-19;6,24;1;15;111;1;48;27;9;6;38;20;59;2;336;4;3;MUY GRANDE;1;0;2019;Trim.3;53,8
BOGOTÁ Y PYME;BOGOTÁ CENTRO;42;SANS FACON;jul-19;2,12;1;2;54;0;14;2;3;3;6;9;7;0;100;1;1;PEQUEÑA;1;0;2019;Trim.3;47,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;129;SOSIEGO;jul-19;2,12;1;2;28;0;13;6;5;0;5;7;17;0;83;1;1;PEQUEÑA;0;0;2019;Trim.3;39,2
BOGOTÁ Y PYME;BOGOTÁ NORTE;11;ANTIGUO COUNTRY;jul-19;2,12;1;1;61;0;10;3;7;0;3;2;20;0;107;1;1;PEQUEÑA;0;0;2019;Trim.3;50,5
BOGOTÁ Y PYME;BOGOTÁ CENTRO;66;AVENIDA CHILE;jul-19;3,12;1;8;39;1;19;11;6;4;14;9;17;1;129;2;1;GRANDE;1;0;2019;Trim.3;41,3
BOGOTÁ Y PYME;BOGOTÁ NORTE;98;CANTON NORTE;jul-19;2,68;1;3;42;0;21;18;16;0;5;2;46;0;153;1;2;MEDIANA;1;0;2019;Trim.3;57,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;88;CEDRITOS;jul-19;3,12;1;3;56;0;52;13;5;2;27;28;38;4;228;2;1;GRANDE;1;1;2019;Trim.3;73,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;63;CHICO - PARQUE 93;jul-19;2,12;1;2;20;1;10;2;5;47;3;3;1;1;95;1;1;PEQUEÑA;1;0;2019;Trim.3;44,8
BOGOTÁ Y PYME;BOGOTÁ NORTE;29;LA CASTELLANA;jul-19;2,12;1;0;25;3;16;11;3;2;8;2;19;2;91;1;1;MEDIANA;0;0;2019;Trim.3;42,9
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;65;LA FLORESTA;jul-19;3,68;1;20;65;0;37;18;7;2;15;25;33;2;224;2;2;GRANDE;1;0;2019;Trim.3;60,9
BOGOTÁ Y PYME;BOGOTÁ NORTE;44;PLAZA IMPERIAL (SUBA);jul-19;3,12;1;10;100;0;48;9;5;0;19;29;26;1;247;2;1;MEDIANA;1;0;2019;Trim.3;79,2
BOGOTÁ Y PYME;BOGOTÁ NORTE;45;SANTA FE;jul-19;3,12;1;6;101;1;20;7;6;6;13;21;40;1;222;2;1;MEDIANA;1;0;2019;Trim.3;71,2
BOGOTÁ Y PYME;BOGOTÁ CENTRO;170;SIETE DE AGOSTO;jul-19;2,12;1;1;25;0;12;6;2;0;7;6;9;1;69;1;1;PEQUEÑA;1;0;2019;Trim.3;32,5
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;87;TITAN PLAZA;jul-19;3,12;1;6;195;2;51;10;3;1;24;34;31;1;358;2;1;MEDIANA;0;1;2019;Trim.3;114,7
BOGOTÁ Y PYME;BOGOTÁ NORTE;41;TOBERIN;jul-19;2,68;1;0;51;0;26;12;1;1;11;13;16;0;131;1;2;PEQUEÑA;1;0;2019;Trim.3;48,9
BOGOTÁ Y PYME;BOGOTÁ NORTE;39;UNICENTRO;jul-19;3,68;1;2;36;0;25;11;3;0;16;16;17;0;126;2;2;GRANDE;1;0;2019;Trim.3;34,2
BOGOTÁ Y PYME;BOGOTÁ NORTE;22;USAQUEN;jul-19;3,12;1;0;36;0;22;13;15;0;17;7;10;1;121;2;1;MEDIANA;0;0;2019;Trim.3;38,8
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;49;ARRECIFES ;jul-19;3,12;1;6;30;0;19;6;3;0;4;6;24;2;100;2;1;MEDIANA;1;0;2019;Trim.3;32,1
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;80;CAN;jul-19;7,24;1;26;148;0;47;28;38;1;23;11;64;1;387;5;3;MUY GRANDE;1;0;2019;Trim.3;53,5
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;12;CIUDAD UNIVERSITARIA;jul-19;2,12;1;0;23;0;18;6;5;0;15;10;23;0;100;1;1;MEDIANA;0;0;2019;Trim.3;47,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;14;EL DORADO;jul-19;3,12;1;21;34;0;20;9;2;0;13;12;34;0;145;2;1;PEQUEÑA;0;0;2019;Trim.3;46,5
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;25;FERIA EXPOSICION;jul-19;3,68;1;5;36;0;24;12;3;2;11;6;17;0;116;2;2;MEDIANA;1;0;2019;Trim.3;31,5
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;38;FONTIBON;jul-19;3,68;1;1;71;0;37;11;6;6;21;16;36;0;205;2;2;MEDIANA;1;0;2019;Trim.3;55,7
BOGOTÁ Y PYME;BOGOTÁ CENTRO;160;GALERIAS;jul-19;3,68;1;15;34;0;19;10;2;0;10;14;17;1;122;2;2;GRANDE;0;0;2019;Trim.3;33,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;53;HAYUELOS;jul-19;2,12;1;0;54;1;19;8;2;1;17;11;12;1;126;1;1;PEQUEÑA;1;1;2019;Trim.3;59,4
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;jul-19;3,12;1;7;59;2;21;12;3;44;11;14;44;1;218;2;1;PEQUEÑA;0;0;2019;Trim.3;69,9
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;jul-19;5,24;1;7;77;0;30;16;23;1;17;12;21;1;205;3;3;PEQUEÑA;1;0;2019;Trim.3;39,1
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;jul-19;2,12;1;3;36;0;13;9;5;2;7;3;23;0;101;1;1;PEQUEÑA;0;0;2019;Trim.3;47,6
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;730;ZONA INDUSTRIAL;jul-19;2,12;1;1;51;0;14;4;0;0;10;2;18;0;100;1;1;PEQUEÑA;1;0;2019;Trim.3;47,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;jul-19;2,12;1;4;33;0;27;5;1;0;16;16;17;0;119;1;1;PEQUEÑA;0;1;2019;Trim.3;56,1
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;jul-19;2,12;1;3;57;0;22;5;3;2;7;3;14;1;117;1;1;PEQUEÑA;0;0;2019;Trim.3;55,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;jul-19;2,12;1;3;34;0;19;10;8;1;14;8;17;0;114;1;1;PEQUEÑA;1;0;2019;Trim.3;53,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;jul-19;3,68;1;3;82;2;40;14;9;0;23;21;54;1;249;2;2;MEDIANA;1;1;2019;Trim.3;67,7
BOGOTÁ Y PYME;BOGOTÁ SUR ;670;CORABASTOS;jul-19;2,12;1;1;16;1;19;10;1;8;13;8;21;0;98;1;1;PEQUEÑA;1;0;2019;Trim.3;46,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;13;DEL SUR;jul-19;2,12;1;6;83;0;20;9;3;0;17;7;23;0;168;1;1;PEQUEÑA;1;0;2019;Trim.3;79,2
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;jul-19;1;0;31;6;0;14;2;2;0;0;0;18;0;73;1;0;DEPENDIENTE ;1;0;2019;Trim.3;73
BOGOTÁ Y PYME;BOGOTÁ SUR ;15;KENNEDY;jul-19;7,24;1;11;142;0;101;26;10;2;54;26;69;1;442;5;3;MUY GRANDE;1;1;2019;Trim.3;61
BOGOTÁ Y PYME;BOGOTÁ SUR ;18;MUZU;jul-19;3,68;1;3;57;0;36;4;2;1;17;18;28;0;166;2;2;GRANDE;1;0;2019;Trim.3;45,1
BOGOTÁ Y PYME;BOGOTÁ SUR ;86;PLAZA DE LAS AMERICAS;jul-19;2,12;1;8;108;1;25;15;2;0;13;13;21;0;206;1;1;PEQUEÑA;1;1;2019;Trim.3;97,2
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;jul-19;2,12;1;0;38;0;6;5;2;1;13;11;8;0;84;1;1;PEQUEÑA;1;0;2019;Trim.3;39,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;58;SOACHA;jul-19;2,12;1;6;123;0;36;9;2;0;29;19;23;0;247;1;1;PEQUEÑA;0;0;2019;Trim.3;116,5
BOGOTÁ Y PYME;BOGOTÁ SUR ;35;VEINTE DE JULIO;jul-19;2,12;1;5;51;0;23;8;0;0;10;12;19;0;128;1;1;PEQUEÑA;0;0;2019;Trim.3;60,4
NOROCCIDENTE;ANTIOQUIA Y CHOCO;196;BELLO;jul-19;5,68;1;0;127;0;83;2;4;0;31;14;27;0;288;4;2;GRANDE;1;0;2019;Trim.3;50,7
NOROCCIDENTE;ANTIOQUIA Y CHOCO;277;CALDAS;jul-19;2,68;1;2;48;0;69;13;1;0;42;11;12;0;198;1;2;PEQUEÑA;0;1;2019;Trim.3;73,9
NOROCCIDENTE;ANTIOQUIA Y CHOCO;215;CAREPA;jul-19;3,12;1;0;13;0;10;1;0;0;7;3;4;0;38;2;1;PEQUEÑA;0;0;2019;Trim.3;12,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;205;CHIGORODO;jul-19;3,12;1;1;33;0;18;3;1;1;13;5;12;0;87;2;1;PEQUEÑA;0;0;2019;Trim.3;27,9
NOROCCIDENTE;ANTIOQUIA Y CHOCO;193;ENVIGADO;jul-19;3,12;1;0;66;1;41;5;7;0;18;14;15;1;168;2;1;MEDIANA;0;0;2019;Trim.3;53,8
NOROCCIDENTE;ANTIOQUIA Y CHOCO;192;ITAGUI;jul-19;3,68;1;0;72;0;77;15;1;0;43;14;22;0;244;2;2;GRANDE;1;0;2019;Trim.3;66,3
NOROCCIDENTE;ANTIOQUIA Y CHOCO;279;PLATINO;jul-19;2,12;1;0;17;0;13;9;1;0;8;6;2;0;56;1;1;PEQUEÑA;0;0;2019;Trim.3;26,4
NOROCCIDENTE;ANTIOQUIA Y CHOCO;380;QUIBDO;jul-19;7,24;1;1;196;1;81;17;0;1;41;20;177;0;535;5;3;GRANDE;0;0;2019;Trim.3;73,9
NOROCCIDENTE;ANTIOQUIA Y CHOCO;185;RIONEGRO;jul-19;3,12;1;0;15;0;45;10;4;0;36;10;16;0;136;2;1;MEDIANA;0;0;2019;Trim.3;43,6
NOROCCIDENTE;ANTIOQUIA Y CHOCO;213;RIONEGRO SAN NICOLAS - EXT;jul-19;2,12;1;3;27;0;27;3;1;0;14;7;3;0;85;1;1;PEQUEÑA;0;0;2019;Trim.3;40,1
NOROCCIDENTE;ANTIOQUIA Y CHOCO;211;SABANETA AVES MARIA;jul-19;2,12;1;0;24;0;35;5;2;0;17;8;13;1;105;1;1;PEQUEÑA;0;0;2019;Trim.3;49,5
NOROCCIDENTE;ANTIOQUIA Y CHOCO;210;YOLOMBO;jul-19;2,12;1;7;22;0;19;3;0;0;11;6;13;0;81;1;1;PEQUEÑA;0;1;2019;Trim.3;38,2
NOROCCIDENTE;CARIBE NORTE;308;AMERICANO;jul-19;3,12;1;7;48;0;39;16;8;0;24;14;47;0;203;2;1;PEQUEÑA;1;1;2019;Trim.3;65,1
NOROCCIDENTE;CARIBE NORTE;681;AVENIDA BOYACA;jul-19;2,12;1;1;18;0;25;11;1;1;12;7;15;0;91;1;1;PEQUEÑA;0;1;2019;Trim.3;42,9
NOROCCIDENTE;CARIBE NORTE;220;BARRANQUILLA;jul-19;7,8;1;5;150;0;116;25;3;8;75;29;71;2;484;5;4;MUY GRANDE;0;0;2019;Trim.3;62,1
NOROCCIDENTE;CARIBE NORTE;221;CALLE 72;jul-19;5,24;1;26;134;3;49;17;5;4;29;13;45;2;327;3;3;GRANDE;0;0;2019;Trim.3;62,4
NOROCCIDENTE;CARIBE NORTE;229;CALLE MURILLO;jul-19;2,12;1;2;19;0;17;5;3;1;12;5;23;0;87;1;1;PEQUEÑA;0;0;2019;Trim.3;41
NOROCCIDENTE;CARIBE NORTE;682;DEL COUNTRY;jul-19;4,68;1;10;105;0;58;14;4;4;36;8;50;1;290;3;2;GRANDE;0;0;2019;Trim.3;62
NOROCCIDENTE;CARIBE NORTE;304;MAICAO;jul-19;2,12;1;1;24;0;16;5;0;0;11;4;36;1;98;1;1;PEQUEÑA;0;0;2019;Trim.3;46,2
NOROCCIDENTE;CARIBE NORTE;408;MARINELO;jul-19;2,12;1;5;33;0;25;4;1;0;22;5;21;0;116;1;1;MEDIANA;0;1;2019;Trim.3;54,7
NOROCCIDENTE;CARIBE NORTE;301;MERCADO NUEVO - VALLEDUPAR;jul-19;2,12;1;0;62;0;35;9;2;0;23;3;35;0;169;1;1;PEQUEÑA;0;0;2019;Trim.3;79,7
NOROCCIDENTE;CARIBE NORTE;405;RIOHACHA;jul-19;4,24;1;5;76;1;43;1;0;0;24;8;26;0;184;2;3;GRANDE;0;1;2019;Trim.3;43,4
NOROCCIDENTE;CARIBE NORTE;400;SANTA MARTA;jul-19;7,24;1;0;99;0;93;6;7;1;53;13;83;0;355;5;3;MUY GRANDE;1;0;2019;Trim.3;49
NOROCCIDENTE;CARIBE NORTE;687;SOLEDAD;jul-19;3,12;1;0;52;0;32;14;8;0;28;13;45;2;194;2;1;MEDIANA;0;0;2019;Trim.3;62,2
NOROCCIDENTE;CARIBE NORTE;300;VALLEDUPAR;jul-19;6,24;1;0;73;0;108;16;4;0;80;16;89;0;386;4;3;MUY GRANDE;0;0;2019;Trim.3;61,9
NOROCCIDENTE;CARIBE NORTE;227;VIA 40;jul-19;2,12;1;9;46;0;20;14;5;2;10;7;33;0;146;1;1;PEQUEÑA;0;0;2019;Trim.3;68,9
NOROCCIDENTE;CARIBE SUR;234;BASE NAVAL BOLIVAR;jul-19;1;0;3;20;0;6;3;3;0;0;0;0;0;35;1;0;PEQUEÑA;0;0;2019;Trim.3;35
NOROCCIDENTE;CARIBE SUR;230;CARTAGENA;jul-19;7,8;1;10;163;0;109;30;6;0;74;19;108;0;519;5;4;MUY GRANDE;0;0;2019;Trim.3;66,5
NOROCCIDENTE;CARIBE SUR;240;MOMPOX;jul-19;2,12;1;19;21;0;40;9;0;0;33;6;60;0;188;1;1;MEDIANA;0;0;2019;Trim.3;88,7
NOROCCIDENTE;CARIBE SUR;310;MONTERIA;jul-19;8,24;1;2;106;2;147;2;2;0;84;13;35;0;393;6;3;MUY GRANDE;1;0;2019;Trim.3;47,7
NOROCCIDENTE;CARIBE SUR;309;PLAZA BOCAGRANDE;jul-19;2,12;1;6;33;1;19;2;1;0;17;3;8;0;90;1;1;PEQUEÑA;0;1;2019;Trim.3;42,5
NOROCCIDENTE;CARIBE SUR;311;PLAZA DE MERCADO MONTERIA;jul-19;4,68;1;30;45;1;59;14;1;0;46;4;38;0;238;3;2;GRANDE;0;0;2019;Trim.3;50,9
NOROCCIDENTE;CARIBE SUR;305;PLAZUELA;jul-19;4,12;1;5;73;0;50;5;1;0;32;11;21;0;198;3;1;MEDIANA;0;0;2019;Trim.3;48,1
NOROCCIDENTE;CARIBE SUR;640;SAN ANDRES;jul-19;3,68;1;3;26;0;31;3;0;7;10;7;1;0;88;2;2;GRANDE;0;0;2019;Trim.3;23,9
NOROCCIDENTE;CARIBE SUR;306;SAN FELIPE;jul-19;2,12;1;12;58;0;29;18;6;0;22;10;22;1;178;1;1;PEQUEÑA;0;1;2019;Trim.3;84
NOROCCIDENTE;CARIBE SUR;650;SINCELEJO;jul-19;6,24;1;12;688;0;71;7;3;0;12;9;83;0;885;4;3;MUY GRANDE;0;0;2019;Trim.3;141,8
NOROCCIDENTE;CARIBE SUR;231;TERMINAL MARITIMO;jul-19;4,68;1;12;32;0;36;20;2;0;23;8;31;1;165;3;2;GRANDE;1;0;2019;Trim.3;35,3
NOROCCIDENTE;CARIBE SUR;315;TIERRA ALTA;jul-19;0,56;0;1;11;0;22;1;1;0;0;3;21;0;60;0;1;DEPENDIENTE ;0;0;2019;Trim.3;107,1
NOROCCIDENTE;MEDELLIN;278;BELEN;jul-19;3,12;1;0;22;0;45;12;2;0;26;6;24;1;138;2;1;PEQUEÑA;0;0;2019;Trim.3;44,2
NOROCCIDENTE;MEDELLIN;191;CENTRO ADMINIS. LA ALPUJARRA;jul-19;3,68;1;2;57;1;23;6;2;0;16;14;21;1;143;2;2;MEDIANA;1;0;2019;Trim.3;38,9
NOROCCIDENTE;MEDELLIN;208;EL POBLADO;jul-19;2,12;1;2;27;0;22;12;8;0;14;3;12;1;101;1;1;MEDIANA;0;0;2019;Trim.3;47,6
NOROCCIDENTE;MEDELLIN;187;GUAYABAL;jul-19;2,12;1;2;29;0;26;6;4;0;12;7;21;2;109;1;1;PEQUEÑA;1;0;2019;Trim.3;51,4
NOROCCIDENTE;MEDELLIN;190;GUAYAQUIL;jul-19;2,68;1;0;38;0;37;13;0;0;24;6;23;1;142;1;2;MEDIANA;1;0;2019;Trim.3;53
NOROCCIDENTE;MEDELLIN;182;LA PLAYA;jul-19;3,68;1;3;48;0;48;11;5;0;32;9;42;0;198;2;2;GRANDE;1;0;2019;Trim.3;53,8
NOROCCIDENTE;MEDELLIN;186;LAURELES;jul-19;3,12;1;5;49;0;38;22;2;0;32;7;51;1;207;2;1;MEDIANA;0;0;2019;Trim.3;66,3
NOROCCIDENTE;MEDELLIN;180;MEDELLIN;jul-19;7,68;1;9;110;0;178;24;6;4;122;21;113;2;589;6;2;MUY GRANDE;1;0;2019;Trim.3;76,7
NOROCCIDENTE;MEDELLIN;264;ONE PLAZA;jul-19;1,56;0;0;12;0;7;10;2;1;3;0;2;1;38;1;1;DEPENDIENTE ;1;0;2019;Trim.3;24,4
NOROCCIDENTE;MEDELLIN;183;PALACE;jul-19;3,12;1;1;68;0;62;5;2;0;28;5;15;0;186;2;1;MEDIANA;0;0;2019;Trim.3;59,6
NOROCCIDENTE;MEDELLIN;181;SAN FERNANDO PLAZA;jul-19;3,12;1;2;26;3;11;5;0;63;4;7;5;0;126;2;1;PEQUEÑA;0;0;2019;Trim.3;40,4
NOROCCIDENTE;MEDELLIN;212;SANTA TERESITA;jul-19;2,12;1;0;13;0;31;16;4;0;23;5;15;0;107;1;1;MEDIANA;1;0;2019;Trim.3;50,5
SURORIENTE;ORIENTAL;610;ARAUCA;jul-19;4,68;1;17;38;0;47;18;3;2;33;12;58;0;228;3;2;GRANDE;0;0;2019;Trim.3;48,7
SURORIENTE;ORIENTAL;490;BARBOSA;jul-19;2,68;1;16;44;0;34;7;1;2;15;5;17;0;141;1;2;MEDIANA;0;0;2019;Trim.3;52,6
SURORIENTE;ORIENTAL;500;BARRANCABERMEJA;jul-19;4,68;1;7;107;0;77;15;1;0;57;9;47;2;322;3;2;GRANDE;0;0;2019;Trim.3;68,8
SURORIENTE;ORIENTAL;480;BUCARAMANGA;jul-19;9,8;1;34;162;3;130;38;15;3;80;53;142;1;661;7;4;MUY GRANDE;1;0;2019;Trim.3;67,4
SURORIENTE;ORIENTAL;484;CABECERA DEL LLANO;jul-19;4,68;1;19;144;4;64;13;3;3;46;31;70;2;399;3;2;GRANDE;1;0;2019;Trim.3;85,3
SURORIENTE;ORIENTAL;450;CUCUTA;jul-19;7,24;1;5;137;0;130;18;2;0;85;29;106;1;513;5;3;MUY GRANDE;1;0;2019;Trim.3;70,9
SURORIENTE;ORIENTAL;494;FLORIDA BLANCA;jul-19;3,12;1;1;81;0;61;11;9;0;34;17;31;0;245;2;1;MEDIANA;1;0;2019;Trim.3;78,5
SURORIENTE;ORIENTAL;481;GIRON;jul-19;2,68;1;13;80;2;49;7;6;6;26;9;31;1;230;1;2;GRANDE;1;0;2019;Trim.3;85,8
SURORIENTE;ORIENTAL;700;MALAGA;jul-19;3,12;1;5;59;0;65;9;5;0;39;27;37;1;247;2;1;PEQUEÑA;0;1;2019;Trim.3;79,2
SURORIENTE;ORIENTAL;720;PAMPLONA;jul-19;3,68;1;7;28;0;60;13;6;0;38;14;54;1;221;2;2;GRANDE;0;0;2019;Trim.3;60,1
SURORIENTE;ORIENTAL;491;PUENTE NACIONAL;jul-19;2,12;1;10;25;1;22;5;5;0;22;4;16;0;110;1;1;PEQUEÑA;0;0;2019;Trim.3;51,9
