REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Planta finalta;Planta de Gerente oficial;P.A.P;Cuenta de ahorros ;Cuenta corriente;Libranza ;Tarjeta de crédito ;Crédito hipotecario;Crédito de consumo o comercial ;Banca seguros ;CDT;Cuenta protegida;Libre destino;Total productos;Asesor 2;Asesor 1;Productividad
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;25;FERIA EXPOSICION;2/02/2020;3,68;1;7;32;1;60;8;1;2;42;8;33;1;195;2;2;52,98913043
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;38;FONTIBON;2/02/2020;3,68;1;1;43;0;84;12;2;3;41;17;32;4;239;2;2;64,94565217
BOGOTÁ Y PYME;BOGOTÁ NORTE;160;GALERIAS;2/02/2020;3,68;1;0;39;0;42;9;2;3;31;9;28;2;165;2;2;44,83695652
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;53;HAYUELOS;2/02/2020;2,12;1;1;68;0;53;7;0;0;36;16;24;5;210;1;1;99,05660377
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;2/02/2020;3,12;1;6;27;0;34;5;2;121;15;8;31;4;253;2;1;81,08974359
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;2/02/2020;4,24;1;6;55;0;45;10;1;3;26;12;39;4;201;2;3;47,40566038
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;2/02/2020;2,12;1;2;29;0;17;12;0;2;12;3;31;0;108;1;1;50,94339623
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;2/02/2020;2,12;1;5;36;0;39;10;1;0;24;9;16;0;140;1;1;66,03773585
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;2/02/2020;2,12;1;1;26;0;17;4;0;1;10;7;17;0;83;1;1;39,1509434
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;2/02/2020;2,12;1;5;24;0;27;10;0;1;15;12;20;0;114;1;1;53,77358491
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;2/02/2020;3,68;1;1;109;0;68;17;2;0;52;24;63;1;337;2;2;91,57608696
BOGOTÁ Y PYME;BOGOTÁ SUR ;670;CORABASTOS;2/02/2020;2,12;1;0;26;0;22;3;0;14;19;11;19;0;114;1;1;53,77358491
BOGOTÁ Y PYME;BOGOTÁ SUR ;13;DEL SUR;2/02/2020;2,12;1;2;68;0;37;10;0;0;29;10;29;4;189;1;1;89,1509434
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;2/02/2020;1;;6;4;0;17;0;1;0;0;0;0;0;28;1;0;28
BOGOTÁ Y PYME;BOGOTÁ SUR ;15;KENNEDY;2/02/2020;7,24;1;1;125;0;159;30;0;0;95;25;82;1;518;5;3;71,54696133
BOGOTÁ Y PYME;BOGOTÁ SUR ;18;MUZU;2/02/2020;3,12;1;3;212;0;45;4;1;0;22;18;22;1;328;2;1;105,1282051
BOGOTÁ Y PYME;BOGOTÁ SUR ;86;PLAZA DE LAS AMERICAS;2/02/2020;2,12;1;13;52;0;35;9;1;0;24;10;36;2;182;1;1;85,8490566
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;2/02/2020;2,12;1;3;30;1;22;3;2;2;25;9;28;0;125;1;1;58,96226415
BOGOTÁ Y PYME;BOGOTÁ SUR ;58;SOACHA;2/02/2020;2,68;1;0;75;0;47;11;0;0;24;8;29;0;194;1;2;72,3880597
BOGOTÁ Y PYME;BOGOTÁ SUR ;35;VEINTE DE JULIO;2/02/2020;2,12;1;4;42;0;40;7;0;0;21;18;14;4;150;1;1;70,75471698
NOROCCIDENTE;ANTIOQUIA Y CHOCO;196;BELLO;2/02/2020;4,68;1;1;135;0;76;6;1;0;47;12;20;2;300;3;2;64,1025641
NOROCCIDENTE;ANTIOQUIA Y CHOCO;277;CALDAS;2/02/2020;2,68;1;1;33;0;76;12;0;0;45;14;22;0;203;1;2;75,74626866
NOROCCIDENTE;ANTIOQUIA Y CHOCO;215;CAREPA;2/02/2020;3,12;1;4;23;0;26;5;0;0;15;4;6;0;83;2;1;26,6025641
NOROCCIDENTE;ANTIOQUIA Y CHOCO;205;CHIGORODO;2/02/2020;3,12;1;3;21;0;27;9;0;1;20;4;28;1;114;2;1;36,53846154
NOROCCIDENTE;ANTIOQUIA Y CHOCO;193;ENVIGADO;2/02/2020;3,12;1;4;81;0;73;9;0;0;36;11;13;1;228;2;1;73,07692308
NOROCCIDENTE;ANTIOQUIA Y CHOCO;192;ITAGUI;2/02/2020;3,68;1;0;69;0;86;12;0;0;47;23;30;1;268;2;2;72,82608696
NOROCCIDENTE;ANTIOQUIA Y CHOCO;279;PLATINO;2/02/2020;2,12;1;0;9;0;22;2;0;1;6;3;0;0;43;1;1;20,28301887
NOROCCIDENTE;ANTIOQUIA Y CHOCO;380;QUIBDO;2/02/2020;7,24;1;3;128;0;60;3;0;0;24;14;131;1;364;5;3;50,27624309
NOROCCIDENTE;ANTIOQUIA Y CHOCO;185;RIONEGRO;2/02/2020;3,12;1;0;18;0;56;18;1;2;31;11;27;0;164;2;1;52,56410256
NOROCCIDENTE;ANTIOQUIA Y CHOCO;213;RIONEGRO SAN NICOLAS - EXT;2/02/2020;2,12;1;0;17;0;24;3;0;0;13;4;2;0;63;1;1;29,71698113
NOROCCIDENTE;ANTIOQUIA Y CHOCO;211;SABANETA AVES MARIA;2/02/2020;2,12;1;1;32;1;34;10;0;0;22;6;11;0;117;1;1;55,18867925
NOROCCIDENTE;ANTIOQUIA Y CHOCO;210;YOLOMBO;2/02/2020;2,12;1;0;18;0;26;5;0;1;16;8;16;0;90;1;1;42,45283019
NOROCCIDENTE;CARIBE NORTE;308;AMERICANO;2/02/2020;3,12;1;3;50;0;56;12;3;0;45;14;71;1;255;2;1;81,73076923
NOROCCIDENTE;CARIBE NORTE;681;AVENIDA BOYACA;2/02/2020;2,12;1;3;43;0;24;5;1;1;12;8;11;0;108;1;1;50,94339623
NOROCCIDENTE;CARIBE NORTE;220;BARRANQUILLA;2/02/2020;7,8;1;11;179;1;124;20;2;7;83;28;117;1;573;5;4;73,46153846
NOROCCIDENTE;CARIBE NORTE;221;CALLE 72;2/02/2020;5,24;1;4;114;0;62;1;3;5;44;16;54;0;303;3;3;57,82442748
NOROCCIDENTE;CARIBE NORTE;229;CALLE MURILLO;2/02/2020;2,12;1;0;46;0;30;1;2;3;23;4;24;1;134;1;1;63,20754717
NOROCCIDENTE;CARIBE NORTE;682;DEL COUNTRY;2/02/2020;4,68;1;5;49;0;52;7;0;11;40;8;41;0;213;3;2;45,51282051
NOROCCIDENTE;CARIBE NORTE;304;MAICAO;2/02/2020;2,12;1;0;36;1;28;1;0;0;20;3;30;1;120;1;1;56,60377358
NOROCCIDENTE;CARIBE NORTE;408;MARINELO;2/02/2020;3,12;1;2;313;0;37;5;0;0;21;2;17;0;397;2;1;127,2435897
NOROCCIDENTE;CARIBE NORTE;301;MERCADO NUEVO - VALLEDUPAR;2/02/2020;2,12;1;1;43;0;34;7;1;0;21;3;34;0;144;1;1;67,9245283
NOROCCIDENTE;CARIBE NORTE;405;RIOHACHA;2/02/2020;4,24;1;6;164;0;51;10;0;0;20;1;81;0;333;2;3;78,53773585
NOROCCIDENTE;CARIBE NORTE;400;SANTA MARTA;2/02/2020;7,24;1;4;172;0;150;10;0;0;67;31;55;0;489;5;3;67,54143646
NOROCCIDENTE;CARIBE NORTE;687;SOLEDAD;2/02/2020;3,12;1;0;44;0;53;3;1;0;44;12;51;0;208;2;1;66,66666667
NOROCCIDENTE;CARIBE NORTE;300;VALLEDUPAR;2/02/2020;6,24;1;2;67;0;87;13;0;0;73;10;81;1;334;4;3;53,52564103
NOROCCIDENTE;CARIBE NORTE;227;VIA 40;2/02/2020;2,12;1;12;20;0;24;8;0;7;19;3;19;0;112;1;1;52,83018868
NOROCCIDENTE;CARIBE SUR;234;BASE NAVAL BOLIVAR;2/02/2020;1;;2;18;0;14;0;1;0;0;1;0;0;36;1;0;36
NOROCCIDENTE;CARIBE SUR;230;CARTAGENA;2/02/2020;7,8;1;4;157;0;115;21;4;4;61;20;90;0;476;5;4;61,02564103
NOROCCIDENTE;CARIBE SUR;240;MOMPOX;2/02/2020;2,12;1;6;86;0;25;0;0;1;14;10;23;0;165;1;1;77,83018868
NOROCCIDENTE;CARIBE SUR;310;MONTERIA;2/02/2020;8,24;1;0;90;1;145;10;1;1;79;8;69;0;404;6;3;49,02912621
NOROCCIDENTE;CARIBE SUR;309;PLAZA BOCAGRANDE;2/02/2020;2,12;1;6;15;0;21;10;0;0;30;0;34;1;117;1;1;55,18867925
NOROCCIDENTE;CARIBE SUR;311;PLAZA DE MERCADO MONTERIA;2/02/2020;4,68;1;2;37;1;65;8;2;4;47;2;45;0;213;3;2;45,51282051
NOROCCIDENTE;CARIBE SUR;305;PLAZUELA;2/02/2020;4,12;1;5;75;0;85;11;0;0;47;11;17;1;252;3;1;61,16504854
NOROCCIDENTE;CARIBE SUR;640;SAN ANDRES;2/02/2020;3,68;1;2;27;1;41;1;0;6;4;4;1;0;87;2;2;23,64130435
NOROCCIDENTE;CARIBE SUR;306;SAN FELIPE;2/02/2020;2,12;1;2;58;0;38;5;5;0;35;8;15;0;166;1;1;78,30188679
NOROCCIDENTE;CARIBE SUR;650;SINCELEJO;2/02/2020;6,24;1;12;94;0;95;3;0;0;39;35;108;1;387;4;3;62,01923077
NOROCCIDENTE;CARIBE SUR;231;TERMINAL MARITIMO;2/02/2020;4,68;1;1;37;1;54;7;0;1;44;11;9;1;166;3;2;35,47008547
NOROCCIDENTE;CARIBE SUR;315;TIERRA ALTA;2/02/2020;0,56;;0;23;1;16;0;1;1;0;2;0;0;44;0;1;78,57142857
NOROCCIDENTE;MEDELLIN;278;BELEN;2/02/2020;3,12;1;1;29;0;59;13;1;0;21;7;15;0;146;2;1;46,79487179
NOROCCIDENTE;MEDELLIN;191;CENTRO ADMINIS. LA ALPUJARRA;2/02/2020;3,68;1;0;49;0;44;14;0;0;20;2;11;1;141;2;2;38,31521739
NOROCCIDENTE;MEDELLIN;208;EL POBLADO;2/02/2020;2,12;1;7;12;0;28;10;0;0;21;2;8;1;89;1;1;41,98113208
NOROCCIDENTE;MEDELLIN;187;GUAYABAL;2/02/2020;2,12;1;1;12;0;22;6;0;0;11;1;13;0;66;1;1;31,13207547
NOROCCIDENTE;MEDELLIN;190;GUAYAQUIL;2/02/2020;2,68;1;0;24;0;29;12;2;0;9;5;9;0;90;1;2;33,58208955
NOROCCIDENTE;MEDELLIN;182;LA PLAYA;2/02/2020;3,68;1;6;57;0;61;9;4;0;25;9;48;1;220;2;2;59,7826087
NOROCCIDENTE;MEDELLIN;186;LAURELES;2/02/2020;3,12;1;2;31;0;46;14;0;0;33;6;44;0;176;2;1;56,41025641
NOROCCIDENTE;MEDELLIN;180;MEDELLIN;2/02/2020;7,68;1;7;131;0;203;18;4;25;149;22;102;0;661;6;2;86,06770833
NOROCCIDENTE;MEDELLIN;264;ONE PLAZA;2/02/2020;2,12;1;0;6;1;7;3;2;0;0;1;0;2;22;1;1;10,37735849
NOROCCIDENTE;MEDELLIN;183;PALACE;2/02/2020;3,12;1;0;74;0;78;9;0;0;44;3;16;2;226;2;1;72,43589744
NOROCCIDENTE;MEDELLIN;181;SAN FERNANDO PLAZA;2/02/2020;3,12;1;0;33;5;15;8;0;107;11;5;5;0;189;2;1;60,57692308
NOROCCIDENTE;MEDELLIN;212;SANTA TERESITA;2/02/2020;2,12;1;1;14;0;24;5;1;0;12;2;13;1;73;1;1;34,43396226
SURORIENTE;ORIENTAL;610;ARAUCA;2/02/2020;4,68;1;6;67;0;61;9;0;0;41;5;51;1;241;3;2;51,4957265
SURORIENTE;ORIENTAL;490;BARBOSA;2/02/2020;2,68;1;26;102;0;28;5;0;2;13;5;23;0;204;1;2;76,11940299
SURORIENTE;ORIENTAL;500;BARRANCABERMEJA;2/02/2020;4,68;1;4;73;0;112;6;0;1;66;10;49;2;323;3;2;69,01709402
SURORIENTE;ORIENTAL;480;BUCARAMANGA;2/02/2020;9,8;1;15;172;2;202;29;2;12;126;33;158;4;755;7;4;77,04081633
SURORIENTE;ORIENTAL;484;CABECERA DEL LLANO;2/02/2020;4,68;1;19;142;0;84;16;0;3;40;18;58;0;380;3;2;81,1965812
SURORIENTE;ORIENTAL;450;CUCUTA;2/02/2020;7,24;1;2;80;1;136;9;0;0;83;32;92;1;436;5;3;60,22099448
SURORIENTE;ORIENTAL;494;FLORIDA BLANCA;2/02/2020;3,12;1;0;77;1;46;6;1;0;22;12;23;0;188;2;1;60,25641026
SURORIENTE;ORIENTAL;481;GIRON;2/02/2020;2,68;1;6;77;0;69;9;2;4;39;17;24;1;248;1;2;92,53731343
SURORIENTE;ORIENTAL;700;MALAGA;2/02/2020;3,12;1;0;31;0;55;6;0;0;35;18;24;0;169;2;1;54,16666667
SURORIENTE;ORIENTAL;720;PAMPLONA;2/02/2020;3,68;1;6;118;0;60;9;2;0;31;13;45;0;284;2;2;77,17391304
SURORIENTE;ORIENTAL;491;PUENTE NACIONAL;2/02/2020;2,12;1;4;9;0;30;3;2;1;29;13;20;0;111;1;1;52,35849057
SURORIENTE;ORIENTAL;488;SAN FRANCISCO - ZN ORIENTAL;2/02/2020;2,12;1;18;124;0;34;6;2;2;27;4;24;2;243;1;1;114,6226415
SURORIENTE;ORIENTAL;520;SAN GIL;2/02/2020;4,68;1;6;94;0;87;6;1;2;47;6;32;0;281;3;2;60,04273504
SURORIENTE;ORIENTAL;492;SANTANA;2/02/2020;1,56;;2;25;0;20;3;0;3;0;14;0;0;67;1;1;42,94871795
SURORIENTE;ORIENTAL;530;SOCORRO;2/02/2020;3,68;1;13;26;0;53;6;0;1;35;7;37;1;179;2;2;48,64130435
SURORIENTE;ORIENTAL;451;TONCHALA;2/02/2020;3,68;1;4;106;0;83;9;0;0;63;6;51;0;322;2;2;87,5
SURORIENTE;ORIENTAL;540;VELEZ;2/02/2020;3,12;1;48;71;0;28;6;1;0;14;6;32;0;206;2;1;66,02564103
OCCIDENTE;CALI;605;ALAMEDA;2/02/2020;2,12;1;0;27;0;32;9;0;0;19;11;24;0;122;1;1;57,54716981
OCCIDENTE;CALI;560;CALI;2/02/2020;8,8;1;26;347;0;173;45;0;104;120;32;254;3;1104;6;4;125,4545455
OCCIDENTE;CALI;574;CHIPICHAPE;2/02/2020;4,68;1;2;76;0;81;18;0;1;45;15;111;1;350;3;2;74,78632479
OCCIDENTE;CALI;577;CIUDAD JARDIN;2/02/2020;2,12;1;3;32;0;34;12;0;0;23;2;27;1;134;1;1;63,20754717
OCCIDENTE;CALI;582;COSMOCENTRO;2/02/2020;4,68;1;5;74;1;89;11;0;0;47;21;73;1;322;3;2;68,8034188
OCCIDENTE;CALI;564;EL GUABITO;2/02/2020;4,68;1;5;77;0;86;17;2;3;46;26;39;1;302;3;2;64,52991453
OCCIDENTE;CALI;598;EXT. CAJA CALIMA;2/02/2020;3,12;1;12;64;0;59;20;0;0;42;13;46;1;257;2;1;82,37179487
OCCIDENTE;CALI;604;IMBANACO;2/02/2020;2,12;1;6;26;0;67;12;1;0;52;18;40;1;223;1;1;105,1886792
OCCIDENTE;CALI;567;LA MERCED;2/02/2020;2,12;1;0;28;0;30;7;0;0;19;5;44;1;134;1;1;63,20754717
OCCIDENTE;CALI;578;PREMIER El LIMONAR;2/02/2020;3,12;1;6;57;0;52;7;0;0;35;21;43;2;223;2;1;71,47435897
OCCIDENTE;CALI;565;SAN FERNANDO;2/02/2020;3,68;1;11;48;0;59;12;0;0;39;46;54;0;269;2;2;73,09782609
OCCIDENTE;CALI;607;SAN NICOLAS;2/02/2020;2,12;1;0;33;1;48;9;0;0;19;4;28;2;144;1;1;67,9245283
OCCIDENTE;CALI;586;TERCERA BRIGADA;2/02/2020;3,12;1;3;418;0;35;11;0;0;30;8;143;0;648;2;1;207,6923077
OCCIDENTE;CALI;585;UNICENTRO - CALI;2/02/2020;4,68;1;11;83;0;88;16;1;0;64;16;63;2;344;3;2;73,5042735
OCCIDENTE;CALI;576;VILLA COLOMBIA;2/02/2020;2,12;1;2;31;0;49;12;0;0;26;19;35;3;177;1;1;83,49056604
OCCIDENTE;CENTRAL;551;AVENIDA QUINTA;2/02/2020;4,68;1;0;276;1;66;5;1;2;36;19;32;0;438;3;2;93,58974359
OCCIDENTE;CENTRAL;362;EL ESPINAL;2/02/2020;3,68;1;1;96;0;68;8;0;0;35;13;72;0;293;2;2;79,61956522
OCCIDENTE;CENTRAL;624;EL JORDAN;2/02/2020;2,68;1;2;46;2;62;11;1;1;44;19;43;0;231;1;2;86,19402985
OCCIDENTE;CENTRAL;388;GARZON;2/02/2020;2,12;1;2;18;0;39;9;0;0;16;0;26;0;110;1;1;51,88679245
OCCIDENTE;CENTRAL;360;GIRARDOT;2/02/2020;4,12;1;4;68;0;148;3;1;1;83;29;25;0;362;3;1;87,86407767
OCCIDENTE;CENTRAL;391;HONDA;2/02/2020;3,12;1;3;36;0;71;12;0;3;25;15;33;0;198;2;1;63,46153846
OCCIDENTE;CENTRAL;550;IBAGUE;2/02/2020;7,24;1;2;69;0;148;20;3;2;80;42;85;1;452;5;3;62,43093923
OCCIDENTE;CENTRAL;392;LA DORADA;2/02/2020;2,68;1;2;33;0;82;4;3;0;55;10;42;0;231;1;2;86,19402985
OCCIDENTE;CENTRAL;394;MARIQUITA;2/02/2020;3,12;1;7;17;0;53;8;0;0;23;5;30;0;143;2;1;45,83333333
OCCIDENTE;CENTRAL;366;MELGAR;2/02/2020;2,12;1;9;11;0;50;10;2;0;39;7;19;0;147;1;1;69,33962264
OCCIDENTE;CENTRAL;390;NEIVA;2/02/2020;5,68;1;2;70;1;87;12;0;0;47;17;47;0;283;4;2;49,82394366
OCCIDENTE;CENTRAL;425;PITALITO;2/02/2020;4,68;1;4;26;0;50;3;1;1;22;4;32;2;145;3;2;30,98290598
OCCIDENTE;CENTRAL;265;PUERTO BOYACA;2/02/2020;3,12;1;8;30;0;38;3;0;0;23;5;35;1;143;2;1;45,83333333
OCCIDENTE;CENTRAL;389;SAN JUAN PLAZA;2/02/2020;2,12;1;0;48;2;45;14;0;1;34;2;36;1;183;1;1;86,32075472
OCCIDENTE;CENTRAL;364;TOLEMAIDA;2/02/2020;3,68;1;12;212;0;33;9;2;0;20;1;41;0;330;2;2;89,67391304
OCCIDENTE;CENTRAL;554;YULIMA;2/02/2020;5,68;1;2;57;0;74;9;2;2;31;16;43;0;236;4;2;41,54929577
SURORIENTE;CUNDINAMARCA Y SUR;361;AGUA DE DIOS;2/02/2020;2,12;1;1;37;0;35;8;0;0;18;18;17;0;134;1;1;63,20754717
SURORIENTE;CUNDINAMARCA Y SUR;320;CAQUEZA;2/02/2020;2,12;1;12;13;0;21;1;0;5;15;21;11;0;99;1;1;46,69811321
SURORIENTE;CUNDINAMARCA Y SUR;330;CHIPAQUE;2/02/2020;2,12;1;6;27;1;4;4;0;5;7;2;23;0;79;1;1;37,26415094
SURORIENTE;CUNDINAMARCA Y SUR;340;CHOACHI;2/02/2020;2,12;1;4;18;0;17;8;0;2;17;23;18;0;107;1;1;50,47169811
SURORIENTE;META, BOYACA Y NARIÑO;371;COGUA;2/02/2020;2,12;1;0;35;0;20;0;3;1;15;11;18;0;103;1;1;48,58490566
SURORIENTE;CUNDINAMARCA Y SUR;350;FACATATIVA;2/02/2020;4,68;1;2;92;0;88;7;1;1;59;32;76;0;358;3;2;76,4957265
SURORIENTE;CUNDINAMARCA Y SUR;620;FLORENCIA;2/02/2020;6,24;1;11;133;0;88;6;0;0;57;23;64;1;383;4;3;61,37820513
SURORIENTE;CUNDINAMARCA Y SUR;341;FOMEQUE;2/02/2020;2,12;1;7;13;0;7;6;1;9;6;16;19;0;84;1;1;39,62264151
SURORIENTE;CUNDINAMARCA Y SUR;353;FUSAGASUGA;2/02/2020;3,12;1;3;55;0;64;15;1;0;34;14;58;0;244;2;1;78,20512821
SURORIENTE;CUNDINAMARCA Y SUR;269;LETICIA;2/02/2020;2,12;1;0;133;1;38;0;1;1;24;2;35;1;236;1;1;111,3207547
SURORIENTE;CUNDINAMARCA Y SUR;345;MADRID;2/02/2020;3,12;1;0;71;1;54;14;0;2;34;17;21;1;215;2;1;68,91025641
SURORIENTE;CUNDINAMARCA Y SUR;257;MONTERREY;2/02/2020;2,12;1;1;31;0;21;7;0;0;15;6;19;0;100;1;1;47,16981132
SURORIENTE;CUNDINAMARCA Y SUR;351;NOVA PLAZA FACATATIVA;2/02/2020;1,56;;1;52;0;24;2;0;0;0;11;0;0;90;1;1;57,69230769
SURORIENTE;CUNDINAMARCA Y SUR;691;PUERTO LEGUIZAMO;2/02/2020;2,12;1;23;43;0;14;6;0;1;12;0;45;0;144;1;1;67,9245283
SURORIENTE;META, BOYACA Y NARIÑO;355;SANTA LUCIA DE CHIA;2/02/2020;2,12;1;0;50;0;27;5;0;0;17;11;17;0;127;1;1;59,90566038
SURORIENTE;CUNDINAMARCA Y SUR;363;TOCAIMA;2/02/2020;2,12;1;1;32;0;27;5;0;0;14;11;23;0;113;1;1;53,30188679
SURORIENTE;CUNDINAMARCA Y SUR;342;UBAQUE;2/02/2020;0,56;;1;15;0;6;2;0;4;0;13;0;0;41;0;1;73,21428571
SURORIENTE;CUNDINAMARCA Y SUR;331;UNE;2/02/2020;0,56;;1;13;0;5;2;0;7;0;3;0;0;31;0;1;55,35714286
SURORIENTE;META, BOYACA Y NARIÑO;23;VILLAPINZON;2/02/2020;2,12;1;9;51;0;11;7;0;15;8;14;18;0;133;1;1;62,73584906
SURORIENTE;CUNDINAMARCA Y SUR;252;YOPAL;2/02/2020;4,68;1;8;62;1;62;3;1;2;39;8;21;0;207;3;2;44,23076923
SURORIENTE;META, BOYACA Y NARIÑO;370;ZIPAQUIRA;2/02/2020;3,68;1;5;64;0;62;7;0;3;40;14;27;2;224;2;2;60,86956522
SURORIENTE;META, BOYACA Y NARIÑO;411;ACACIAS;2/02/2020;3,12;1;1;27;0;32;9;1;0;27;13;50;0;160;2;1;51,28205128
SURORIENTE;META, BOYACA Y NARIÑO;260;DUITAMA;2/02/2020;3,68;1;6;75;0;110;35;1;0;61;37;120;0;445;2;2;120,923913
SURORIENTE;META, BOYACA Y NARIÑO;413;GRANADA;2/02/2020;2,12;1;1;27;0;18;1;0;0;13;8;8;0;76;1;1;35,8490566
SURORIENTE;META, BOYACA Y NARIÑO;430;IPIALES;2/02/2020;3,68;1;7;33;1;42;7;0;2;32;31;103;0;258;2;2;70,10869565
SURORIENTE;META, BOYACA Y NARIÑO;417;LLANOCENTRO;2/02/2020;2,12;1;0;65;0;40;7;0;0;22;4;7;0;145;1;1;68,39622642
SURORIENTE;META, BOYACA Y NARIÑO;690;MOCOA;2/02/2020;4,68;1;6;51;0;58;3;0;2;38;12;40;1;211;3;2;45,08547009
SURORIENTE;META, BOYACA Y NARIÑO;261;PAIPA;2/02/2020;2,12;1;3;25;0;29;3;0;0;15;22;15;0;112;1;1;52,83018868
SURORIENTE;META, BOYACA Y NARIÑO;420;PASTO;2/02/2020;6,24;1;3;120;0;90;8;0;0;30;28;28;1;308;4;3;49,35897436
SURORIENTE;CUNDINAMARCA Y SUR;54;SAN JOSE DEL GUAVIARE;2/02/2020;4,68;1;7;49;0;31;10;0;6;19;16;73;1;212;3;2;45,2991453
SURORIENTE;META, BOYACA Y NARIÑO;445;SIBUNDOY;2/02/2020;2,12;1;4;70;0;18;5;0;0;17;4;22;0;140;1;1;66,03773585
SURORIENTE;META, BOYACA Y NARIÑO;270;SOGAMOSO;2/02/2020;3,68;1;2;47;0;87;6;0;0;55;56;54;0;307;2;2;83,42391304
SURORIENTE;META, BOYACA Y NARIÑO;250;TUNJA;2/02/2020;6,24;1;13;119;0;87;26;5;1;46;40;52;1;390;4;3;62,5
SURORIENTE;META, BOYACA Y NARIÑO;435;TUQUERRES;2/02/2020;2,12;1;0;8;0;16;0;0;1;10;9;39;0;83;1;1;39,1509434
SURORIENTE;META, BOYACA Y NARIÑO;423;UNICENTRO - PASTO;2/02/2020;2,12;1;6;46;0;28;2;1;0;24;24;30;0;161;1;1;75,94339623
SURORIENTE;META, BOYACA Y NARIÑO;251;VILLA DE LEYVA;2/02/2020;2,12;1;10;17;0;24;6;0;1;13;28;11;0;110;1;1;51,88679245
SURORIENTE;META, BOYACA Y NARIÑO;410;VILLAVICENCIO;2/02/2020;5,24;1;2;77;0;88;10;1;0;68;8;63;1;318;3;3;60,6870229
OCCIDENTE;VALLE Y EJE CAFETERO;460;ARMENIA;2/02/2020;7,24;1;0;72;0;116;23;1;0;62;22;58;3;357;5;3;49,30939227
OCCIDENTE;VALLE Y EJE CAFETERO;570;BUENAVENTURA;2/02/2020;4,68;1;7;57;0;43;2;0;0;33;17;49;0;208;3;2;44,44444444
OCCIDENTE;VALLE Y EJE CAFETERO;580;BUGA;2/02/2020;3,68;1;6;62;0;85;19;2;1;39;28;46;0;288;2;2;78,26086957
OCCIDENTE;VALLE Y EJE CAFETERO;285;CABLE PLAZA;2/02/2020;2,12;1;0;30;2;18;8;0;0;11;4;12;0;85;1;1;40,09433962
OCCIDENTE;VALLE Y EJE CAFETERO;660;CARTAGO;2/02/2020;3,68;1;3;61;0;99;7;1;1;55;25;22;0;274;2;2;74,45652174
OCCIDENTE;VALLE Y EJE CAFETERO;474;DOS QUEBRADAS;2/02/2020;3,12;1;2;61;0;56;6;0;1;29;4;25;0;184;2;1;58,97435897
OCCIDENTE;VALLE Y EJE CAFETERO;280;MANIZALES;2/02/2020;6,8;1;4;89;0;160;19;1;0;57;35;16;1;382;4;4;56,17647059
OCCIDENTE;VALLE Y EJE CAFETERO;583;NUEVA OFICINA YUMBO;2/02/2020;3,12;1;6;46;0;54;27;0;0;31;11;74;0;249;2;1;79,80769231
OCCIDENTE;VALLE Y EJE CAFETERO;590;PALMIRA;2/02/2020;5,68;1;4;78;0;107;10;0;0;68;10;63;1;341;4;2;60,03521127
OCCIDENTE;VALLE Y EJE CAFETERO;470;PEREIRA;2/02/2020;5,24;1;0;127;1;80;20;0;4;49;12;63;0;356;3;3;67,9389313
OCCIDENTE;VALLE Y EJE CAFETERO;290;POPAYAN;2/02/2020;5,24;1;9;110;0;80;8;0;5;27;24;51;0;314;3;3;59,92366412
OCCIDENTE;VALLE Y EJE CAFETERO;600;TULUA;2/02/2020;7,8;1;1;82;0;178;28;1;0;104;24;113;0;531;5;4;68,07692308
OCCIDENTE;VALLE Y EJE CAFETERO;440;TUMACO;2/02/2020;3,68;1;6;40;0;82;13;0;0;48;15;34;0;238;2;2;64,67391304
OCCIDENTE;VALLE Y EJE CAFETERO;291;UNIVERSIDAD DEL CAUCA;2/02/2020;1;;0;27;0;13;0;0;0;0;4;0;0;44;1;0;44
OCCIDENTE;VALLE Y EJE CAFETERO;606;VIVA BUENAVENTURA;2/02/2020;2,12;1;0;24;0;12;6;0;0;10;8;19;0;79;1;1;37,26415094
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;324;EL EDÉN;2/02/2020;2,12;1;0;28;0;21;6;1;1;13;5;9;0;84;1;1;39,62264151
BOGOTÁ Y PYME;BOGOTÁ NORTE;326;UNICENTRO CENTRO COMERCIAL;2/02/2020;3,12;1;5;48;1;27;16;0;0;15;9;16;0;137;2;1;43,91025641
BOGOTÁ Y PYME;BOGOTÁ CENTRO;141;AVENIDA SEXTA - BOGOTA;3/03/2020;2,12;1;16;38;0;20;14;6;3;9;13;17;1;137;1;1;64,62264151
